,age,sport_licence,niveau_etude,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,imc
9377,29,oui,bac,non,3731,célibataire,,0.53,1709078400.0,398.0,,10323.75524528937,21.985381032496413
9378,20,oui,doctorat,non,917,marié,1.0,0.99,1689120000.0,,10000.0,27627.800995780435,32.9227285448225
9379,26,non,master,non,2985,marié,3.0,0.02,1719792000.0,589.0,747.07,22480.16090550857,30.2293453671411
9380,58,oui,aucun,non,2910,divorcé,3.0,0.74,1747094400.0,352.0,1360.45,21637.58218329485,28.967080637527985
9381,47,oui,master,non,3022,divorcé,1.0,0.35,1684713600.0,,5000.0,19188.20773085409,31.114014631425015
9382,31,oui,bac+2,non,2906,divorcé,,0.01,1683504000.0,,10000.0,1546.3016421867503,22.819359516981628
9383,38,oui,bac+2,non,865,célibataire,3.0,0.97,1722643200.0,,,4198.786362108922,20.07817150833374
9384,54,oui,bac,oui,4896,veuf,,0.92,1639699200.0,791.0,911.47,500.0,24.257542185162865
9385,42,non,bac+2,non,2852,marié,3.0,0.06,1744675200.0,,,500.0,24.126744988231472
9386,51,oui,master,oui,1393,,,0.43,1674086400.0,,683.02,18624.05971063,25.728212723644226
9387,21,non,doctorat,non,4329,divorcé,,0.81,1663545600.0,725.0,,27254.52665531869,29.939033241399333
9388,56,oui,aucun,oui,1434,divorcé,,0.15,1735603200.0,,,500.0,34.831012356015464
9389,48,non,aucun,oui,4922,marié,2.0,0.46,1714953600.0,,,500.0,26.785087860272398
9390,62,non,bac,non,3244,,2.0,0.12,1595635200.0,766.0,,500.0,39.171053171028205
9391,31,non,aucun,oui,500,veuf,,0.44,1717200000.0,704.0,5000.0,500.0,32.133019866208265
9392,29,non,doctorat,non,1614,marié,,0.87,1581379200.0,367.0,5000.0,500.0,27.800093499089975
9393,68,oui,bac,oui,2384,divorcé,,0.29,1741219200.0,,10000.0,500.0,21.563186495548614
9394,22,oui,master,non,2930,,,0.17,1593648000.0,539.0,703.4,500.0,25.28832574064577
9395,75,non,bac+2,non,3495,marié,,0.78,1726531200.0,476.0,,17681.451009193508,30.07930911169116
9396,64,non,aucun,oui,2634,,0.0,0.91,1681344000.0,,569.27,500.0,29.93550228170777
9397,65,non,bac,non,1266,marié,1.0,0.82,1704672000.0,,843.98,500.0,33.2446222194004
9398,28,oui,master,oui,2543,divorcé,0.0,0.06,1710979200.0,,767.3,500.0,34.998073652885545
9399,64,oui,bac+2,non,3259,célibataire,2.0,0.12,1691884800.0,,1039.96,24118.951374072774,19.033095331796627
9400,20,non,doctorat,non,1512,divorcé,,0.36,1735344000.0,846.0,,500.0,13.705732861293225
9401,57,oui,aucun,non,3925,veuf,,0.08,1714780800.0,479.0,675.24,500.0,26.805598694166704
9402,47,non,aucun,oui,3075,veuf,4.0,0.99,1738368000.0,615.0,1153.23,500.0,21.77612610707794
9403,70,non,doctorat,oui,3828,marié,,0.09,1652140800.0,,,5795.64864648451,21.887222481978267
9404,29,non,doctorat,non,2659,marié,,0.84,1704412800.0,,719.71,8600.143583117178,17.174795903960668
9405,44,non,bac+2,oui,3398,célibataire,,0.08,1682985600.0,491.0,355.29,1292.661268061166,18.09848525818457
9406,41,oui,aucun,non,3809,veuf,0.0,0.49,1675468800.0,,1099.35,15747.95495128409,26.183034664558466
9407,48,non,doctorat,oui,3948,veuf,5.0,0.71,1622332800.0,841.0,,28406.21776028511,23.76210859283627
9408,38,oui,master,oui,2133,veuf,5.0,0.13,1662681600.0,410.0,10000.0,500.0,29.46877101380483
9409,35,oui,doctorat,oui,3735,marié,4.0,0.57,1713744000.0,788.0,10000.0,25576.20631256081,25.812312049695045
9410,62,non,aucun,oui,1310,divorcé,,0.87,1699056000.0,661.0,1154.78,500.0,25.173838808643275
9411,42,non,bac,non,4212,,,0.03,1660089600.0,,811.04,12123.056141168,25.180634018740314
9412,19,oui,master,non,2048,célibataire,,0.7,1604880000.0,477.0,,19182.09426276211,27.365722477901972
9413,75,non,master,oui,2687,célibataire,,0.82,1596153600.0,344.0,,500.0,21.592340474513893
9414,39,oui,aucun,oui,2838,marié,5.0,0.84,1715472000.0,649.0,10000.0,500.0,15.834262276720235
9415,18,non,bac+2,non,1110,marié,3.0,0.82,1645920000.0,811.0,10000.0,6705.552374691854,24.472202998239577
9416,41,oui,bac+2,non,2873,veuf,0.0,0.51,1638057600.0,,,8945.007988209836,28.204807854224185
9417,56,oui,bac+2,oui,2219,,4.0,0.88,1712880000.0,766.0,,500.0,28.04956684619477
9418,37,oui,master,oui,3462,veuf,,0.19,1737676800.0,508.0,5000.0,500.0,21.483944697040958
9419,70,oui,bac+2,oui,1099,,5.0,0.97,1696723200.0,,10000.0,500.0,22.64876611999387
9420,50,non,aucun,oui,1565,marié,1.0,0.19,1742947200.0,,,500.0,29.17009057200061
9421,62,non,master,oui,677,célibataire,3.0,0.72,1707609600.0,,1039.17,500.0,23.532014033637456
9422,38,oui,aucun,non,500,célibataire,4.0,0.55,1650844800.0,,5000.0,500.0,22.937395843544753
9423,18,non,doctorat,non,4926,célibataire,2.0,0.56,1600732800.0,,10000.0,6383.970826268615,23.228839168523546
9424,56,non,bac+2,oui,4106,marié,,0.99,1663113600.0,566.0,560.69,3000.0191800721427,26.020761245674745
9425,70,oui,bac+2,non,3215,célibataire,5.0,0.21,1672617600.0,533.0,694.42,11517.035935457508,21.50218098225366
9426,18,oui,aucun,non,2686,veuf,,0.07,1709856000.0,413.0,5000.0,500.0,35.53053681810943
9427,66,non,master,non,2858,célibataire,,0.7,1619136000.0,560.0,,5472.777019066567,23.625055470991725
9428,43,oui,aucun,oui,4901,marié,1.0,0.12,1628899200.0,,5000.0,16041.813561412686,24.263810123923545
9429,20,non,master,oui,3280,,,0.6,1692748800.0,602.0,,2903.8996762620063,14.704268032379202
9430,48,oui,aucun,non,1950,divorcé,,0.17,1692835200.0,,,14704.122505470614,21.591002707603618
9431,29,non,aucun,non,2080,,,0.64,1707955200.0,,,9964.403800675413,20.831176855079182
9432,51,non,master,non,1816,,2.0,0.49,1682726400.0,,5000.0,12655.839094734676,26.728128584949452
9433,24,oui,doctorat,oui,1614,,,0.08,1685059200.0,804.0,,500.0,22.861096985946737
9434,62,oui,doctorat,non,1970,,0.0,0.0,1638835200.0,600.0,658.87,26296.146223507945,20.691833878350756
9435,74,oui,master,non,1915,célibataire,,0.85,1625788800.0,,753.62,11558.01693563905,25.54245006233012
9436,30,non,bac,non,3311,veuf,,0.61,1703894400.0,840.0,,500.0,26.64467880559826
9437,36,oui,aucun,oui,4019,divorcé,,0.44,1652054400.0,,5000.0,500.0,32.24158500228938
9438,18,oui,doctorat,non,2691,,5.0,0.13,1675814400.0,,597.39,31342.361881604214,16.672511795802098
9439,26,oui,aucun,non,4078,,,0.11,1626739200.0,,,500.0,28.84007029127191
9440,62,non,doctorat,non,3682,marié,3.0,0.26,1588896000.0,,769.64,500.0,48.143414856182474
9441,66,oui,master,oui,973,,5.0,0.3,1669593600.0,,,2026.8823719717795,31.240576522621947
9442,50,non,aucun,non,1557,veuf,5.0,0.89,1747180800.0,320.0,5000.0,500.0,26.759736824704095
9443,67,non,bac,non,3464,célibataire,,0.3,1597017600.0,621.0,5000.0,692.6230297942845,21.88223009356893
9444,62,oui,master,oui,2990,divorcé,,0.11,1700438400.0,,10000.0,24617.52494540612,26.382054640595687
9445,27,oui,bac+2,oui,2522,divorcé,0.0,0.99,1700438400.0,632.0,916.65,500.0,25.130987490534928
9446,70,oui,doctorat,oui,4324,veuf,,0.84,1580774400.0,738.0,5000.0,34398.755575430376,22.999105105910335
9447,62,oui,bac+2,non,3685,veuf,,0.53,1745452800.0,570.0,10000.0,2892.072601733075,22.78258518117902
9448,52,oui,master,oui,1771,marié,1.0,0.61,1596585600.0,729.0,,500.0,22.288298001344106
9449,57,oui,master,oui,3388,marié,4.0,0.13,1591660800.0,,,12967.96917070696,22.427711261094668
9450,21,oui,master,oui,731,célibataire,,0.25,1681776000.0,,10000.0,500.0,15.020809521047408
9451,69,non,doctorat,oui,500,célibataire,0.0,0.47,1705017600.0,,5000.0,16179.816348968028,21.95311566405154
9452,50,non,master,non,628,célibataire,,0.11,1667088000.0,706.0,5000.0,9450.475858674305,27.755985810762787
9453,46,oui,bac+2,oui,1153,veuf,1.0,0.45,1663545600.0,351.0,1298.29,500.0,24.714358400737922
9454,24,non,master,oui,1114,marié,4.0,0.59,1724889600.0,785.0,,500.0,18.46862956554879
9455,28,oui,doctorat,non,1534,,,0.8,1637107200.0,,10000.0,25046.683160166005,23.832712598899807
9456,31,non,master,oui,1439,veuf,5.0,0.96,1626566400.0,,574.82,500.0,26.569793633601396
9457,65,non,aucun,non,2887,marié,,0.93,1582848000.0,325.0,10000.0,17010.421810775348,16.200898353339486
9458,63,non,bac,oui,2197,célibataire,4.0,0.36,1740182400.0,,,500.0,22.563656055554375
9459,28,oui,master,oui,4345,,,0.59,1598313600.0,628.0,,2268.26035732142,26.953217634817374
9460,63,oui,bac,oui,1547,célibataire,1.0,0.52,1609113600.0,,,500.0,34.056637785041424
9461,20,non,bac,non,1185,divorcé,,0.23,1670803200.0,,,6117.931714180741,28.903643769323246
9462,72,oui,bac,non,1751,veuf,,0.34,1639958400.0,,5000.0,500.0,32.760191435763836
9463,60,oui,master,non,3014,divorcé,,0.26,1738368000.0,,,25162.909234990315,23.240968885495633
9464,53,non,doctorat,oui,2795,marié,2.0,0.14,1632009600.0,,,5634.624843818813,23.358822793519742
9465,57,non,aucun,oui,5436,,2.0,0.07,1705968000.0,309.0,742.17,8373.776004378567,23.806010007308704
9466,51,oui,bac,oui,1352,,3.0,0.73,1740268800.0,677.0,10000.0,5696.399279841622,22.871283285323464
9467,53,non,bac+2,non,2802,célibataire,2.0,0.41,1704844800.0,335.0,10000.0,10970.814940838987,15.298255448581903
9468,36,oui,bac,non,1301,,3.0,0.66,1748304000.0,591.0,800.17,4312.018631540832,27.865113676562082
9469,34,oui,bac,non,3315,célibataire,2.0,0.9,1672790400.0,,,22461.220671041207,27.181558673285444
9470,41,non,master,oui,2947,veuf,,0.63,1734307200.0,,,23485.94267724674,24.029364500436017
9471,26,non,aucun,oui,2957,célibataire,,0.28,1614816000.0,,5000.0,500.0,21.484751650507803
9472,21,non,bac,non,3756,célibataire,,0.4,1622419200.0,516.0,,14933.044001305489,14.901387874360847
9473,45,non,aucun,oui,579,veuf,,0.36,1675468800.0,,914.13,500.0,14.283126825657114
9474,23,oui,bac,non,2796,marié,,0.18,1611100800.0,446.0,10000.0,8886.824953394562,20.557600438562144
9475,43,non,doctorat,oui,1518,,,0.76,1745971200.0,612.0,10000.0,500.0,18.05042334321898
9476,36,oui,bac,oui,2762,veuf,2.0,0.85,1732838400.0,483.0,10000.0,500.0,30.632538837133414
9477,30,non,doctorat,non,1400,veuf,,0.99,1624579200.0,,10000.0,3438.9059301658485,22.8482719501637
9478,60,oui,aucun,non,2916,célibataire,,0.78,1733616000.0,635.0,,500.0,21.146604568685706
9479,49,oui,aucun,non,2629,célibataire,,0.33,1578873600.0,409.0,10000.0,500.0,24.363529430149114
9480,66,non,bac,non,3682,,,0.85,1583625600.0,736.0,10000.0,11397.567432577103,18.673607967406067
9481,49,non,aucun,oui,3013,célibataire,,0.61,1727913600.0,,10000.0,500.0,20.88554005041975
9482,61,oui,bac,oui,3017,célibataire,,0.75,1713139200.0,,814.59,500.0,33.54450544064308
9483,32,oui,bac,oui,1090,,,0.27,1672876800.0,,5000.0,500.0,15.383263009845288
9484,60,non,aucun,non,2798,divorcé,4.0,0.6,1619481600.0,532.0,5000.0,7485.3145889024545,17.77988101676582
9485,54,oui,master,non,3546,marié,4.0,0.1,1731110400.0,,,3980.8063678244953,20.98176548725999
9486,71,oui,doctorat,oui,2164,,2.0,0.39,1583366400.0,754.0,5000.0,16302.703333803182,26.436529215976325
9487,50,non,bac+2,non,2931,veuf,5.0,0.75,1640390400.0,804.0,10000.0,35396.615573873794,16.648766313633995
9488,31,oui,doctorat,non,793,marié,2.0,0.53,1724198400.0,,10000.0,37262.405262489,17.542139831492268
9489,24,non,doctorat,non,2819,marié,2.0,0.86,1706659200.0,,917.72,16391.48254267301,21.925113978817162
9490,75,non,aucun,non,2804,veuf,,0.11,1595980800.0,535.0,,500.0,26.373687829591656
9491,44,non,bac,oui,1919,,2.0,0.51,1734652800.0,,,500.0,19.278329140930534
9492,62,oui,aucun,oui,3114,divorcé,4.0,0.11,1587427200.0,595.0,257.1,500.0,26.66132479402325
9493,39,non,doctorat,non,3101,célibataire,5.0,0.08,1653004800.0,601.0,,16495.971714482537,22.17924133218718
9494,41,non,master,non,3098,divorcé,,0.01,1597708800.0,,10000.0,30154.04290365413,23.70973044049967
9495,54,oui,bac+2,non,3450,divorcé,3.0,0.91,1609632000.0,,1026.65,3948.88965338594,26.824273832746186
9496,46,non,bac+2,oui,3732,,,0.6,1713744000.0,787.0,10000.0,500.0,17.67847485127096
9497,51,oui,doctorat,non,2896,célibataire,1.0,0.78,1584576000.0,,,23156.981516308188,22.15629339729832
9498,27,oui,bac,oui,3053,célibataire,,0.75,1653177600.0,434.0,889.49,11557.342219837332,32.37868811968985
9499,65,oui,bac,oui,854,,1.0,0.06,1584576000.0,,10000.0,500.0,28.013877267411427
9500,21,non,master,oui,3444,célibataire,,0.77,1690416000.0,842.0,769.51,1723.5994033669313,22.37748611777636
9501,74,non,bac+2,non,1605,marié,,0.81,1667260800.0,408.0,1131.43,4373.350944876226,31.208197988619727
9502,50,oui,doctorat,oui,1816,,,0.36,1698537600.0,833.0,,500.0,18.41229463693217
9503,61,non,doctorat,non,3388,divorcé,,0.67,1696464000.0,358.0,5000.0,20628.56617425746,25.60781385267081
9504,30,oui,bac,oui,1866,célibataire,,0.6,1631750400.0,,,500.0,23.815995825575225
9505,70,non,bac+2,non,2903,veuf,0.0,0.76,1713312000.0,,,14902.89084091658,21.509214787326023
9506,55,oui,bac+2,oui,3662,veuf,4.0,0.52,1586304000.0,,10000.0,13421.729646818225,30.301178527818323
9507,47,non,master,non,2617,marié,4.0,0.81,1612137600.0,,663.39,14945.076986431766,24.021577332207297
9508,38,non,doctorat,oui,3161,veuf,,0.67,1703894400.0,,,500.0,23.731072188096128
9509,20,oui,bac,non,1000,veuf,,0.21,1644278400.0,692.0,10000.0,7454.102700026273,25.362123471218847
9510,27,oui,bac+2,oui,1896,marié,,0.63,1687478400.0,,5000.0,13220.753804739326,27.873811510061255
9511,74,oui,bac+2,non,1351,,5.0,0.3,1592092800.0,,5000.0,5208.84649402815,24.569225290379137
9512,36,non,bac+2,oui,2187,marié,4.0,0.04,1595116800.0,,,500.0,23.964100231781817
9513,37,non,master,non,3479,divorcé,,0.06,1674950400.0,646.0,5000.0,20427.09034463704,17.39302149812595
9514,71,oui,aucun,oui,963,,5.0,0.46,1722470400.0,,883.84,500.0,22.230440499671268
9515,72,non,bac+2,oui,2478,veuf,2.0,0.58,1649808000.0,,10000.0,5284.163942797247,25.461209070539535
9516,63,oui,bac,non,1475,,3.0,0.66,1689292800.0,463.0,5000.0,18702.189132356543,20.97092739280936
9517,33,oui,master,non,2158,célibataire,5.0,0.68,1695168000.0,,,500.0,14.251042773439382
9518,22,oui,bac+2,non,2517,,,0.32,1597104000.0,,10000.0,500.0,27.803586567340602
9519,32,non,master,non,4648,veuf,,0.4,1694995200.0,438.0,,49548.04275096793,18.614167873411937
9520,56,non,aucun,oui,2272,,,0.43,1686614400.0,,1242.54,500.0,18.956602248742634
9521,72,non,bac+2,non,2150,divorcé,,0.73,1636675200.0,,10000.0,500.0,14.048218267466122
9522,24,non,bac+2,non,2520,veuf,,0.53,1590019200.0,818.0,662.18,26708.63882620805,28.235710915599526
9523,66,oui,aucun,oui,3130,veuf,,0.09,1681948800.0,,,500.0,21.13065450620697
9524,25,non,aucun,non,500,célibataire,,0.54,1701475200.0,831.0,10000.0,500.0,18.292711247766555
9525,63,oui,bac+2,oui,1387,marié,,0.53,1732320000.0,317.0,5000.0,500.0,25.939753070653897
9526,50,oui,master,oui,1216,veuf,,0.46,1649289600.0,654.0,5000.0,500.0,22.569634487356826
9527,62,non,bac,non,2395,célibataire,5.0,0.45,1717113600.0,359.0,,500.0,22.02637140782283
9528,34,non,doctorat,non,2410,veuf,,0.81,1606953600.0,,754.86,8680.394806855242,25.036756983826923
9529,66,non,doctorat,oui,3914,veuf,5.0,0.14,1726358400.0,,,500.0,21.165213734299606
9530,62,non,bac,oui,1800,célibataire,,0.99,1602028800.0,435.0,10000.0,500.0,33.73200943077627
9531,19,non,master,oui,1668,célibataire,5.0,0.46,1624406400.0,401.0,406.15,14981.847618871703,27.29475674380209
9532,43,non,aucun,oui,2054,,,0.82,1710201600.0,820.0,5000.0,500.0,30.00446162998216
9533,49,non,doctorat,oui,3277,,,0.5,1593043200.0,849.0,5000.0,17594.766987105835,30.9288054757433
9534,56,oui,aucun,oui,3266,divorcé,,0.69,1582243200.0,,,1392.1182402044155,29.198942260294935
9535,71,non,bac,oui,1308,,,0.12,1705190400.0,,,500.0,20.207744908577375
9536,35,non,master,oui,3785,marié,,0.46,1739404800.0,592.0,,500.0,25.407769159564616
9537,55,non,master,non,2336,,,0.04,1679011200.0,464.0,,3499.433669757501,25.821119172996188
9538,52,non,master,oui,500,célibataire,5.0,0.54,1658016000.0,788.0,5000.0,500.0,26.813542987063332
9539,64,oui,aucun,non,2704,marié,,0.0,1700179200.0,,5000.0,7064.744334639824,16.672633769113258
9540,57,non,bac+2,oui,849,marié,,0.69,1728518400.0,610.0,5000.0,500.0,29.5692328986027
9541,45,oui,bac+2,oui,3340,veuf,5.0,0.26,1631923200.0,,,500.0,27.330220991207984
9542,63,non,bac,non,3384,veuf,2.0,0.74,1626134400.0,443.0,434.57,500.0,24.83599455913084
9543,52,non,aucun,non,3890,célibataire,,0.62,1594944000.0,,5000.0,500.0,25.483210553859067
9544,69,non,bac+2,oui,500,célibataire,0.0,0.92,1630800000.0,,,500.0,16.574038387042044
9545,38,oui,aucun,non,1712,veuf,,0.47,1695600000.0,,10000.0,500.0,16.093917307997142
9546,25,non,master,non,2102,divorcé,0.0,0.03,1705104000.0,,5000.0,500.0,22.785514523571468
9547,24,non,bac+2,oui,1016,marié,,0.23,1642636800.0,,5000.0,500.0,20.29302793174194
9548,51,non,doctorat,non,1587,,,0.95,1586563200.0,300.0,,4576.405643605024,29.26416606963397
9549,73,non,doctorat,non,1954,célibataire,,0.0,1614988800.0,,10000.0,500.0,25.159544254736208
9550,72,non,master,non,4810,marié,3.0,0.55,1704153600.0,,861.22,19616.91385906025,15.785157419392918
9551,53,oui,master,oui,2112,divorcé,4.0,0.58,1597536000.0,,10000.0,500.0,17.70377228252686
9552,48,non,bac,oui,2239,célibataire,,0.28,1740355200.0,,,18361.160448654344,38.69748111611855
9553,20,non,master,oui,3383,divorcé,3.0,0.01,1645228800.0,,,13588.77037972235,31.356395082714375
9554,69,oui,aucun,non,1370,divorcé,,0.22,1598918400.0,446.0,,500.0,19.665134783662854
9555,20,non,doctorat,oui,2078,célibataire,2.0,0.68,1675555200.0,846.0,1007.75,24473.302707973908,22.578380110301385
9556,24,oui,master,non,775,veuf,3.0,0.05,1630195200.0,,10000.0,23373.62897879791,24.96406353096427
9557,29,oui,bac+2,oui,2804,,,0.78,1713398400.0,460.0,555.08,500.0,23.39102217414819
9558,22,non,bac+2,non,4801,,,0.41,1632873600.0,,958.44,21973.55843264249,24.468983040523486
9559,70,non,bac+2,oui,1417,veuf,0.0,0.93,1728777600.0,,10000.0,500.0,28.3617901290479
9560,18,non,master,non,2636,marié,0.0,0.2,1714521600.0,406.0,,500.0,25.225766739374706
9561,60,oui,bac+2,non,3648,divorcé,,0.38,1721520000.0,,5000.0,12126.28083963356,17.91820437438753
9562,59,oui,bac+2,oui,666,marié,,0.76,1735603200.0,785.0,,500.0,31.65099149077847
9563,59,non,bac,oui,4099,divorcé,5.0,0.46,1696982400.0,,5000.0,4226.290158105852,15.735526327799125
9564,56,non,bac+2,non,2967,veuf,,0.95,1616457600.0,552.0,830.66,27726.312346354684,31.74631139709519
9565,74,non,doctorat,oui,5006,,,0.85,1595203200.0,622.0,10000.0,7490.195004462052,31.54051714404005
9566,37,oui,bac+2,oui,4349,veuf,,0.79,1707177600.0,,,11049.49562340063,27.881999210072067
9567,23,oui,master,oui,3901,veuf,5.0,0.28,1658188800.0,,10000.0,16393.47251836311,23.012148045270308
9568,37,oui,bac+2,oui,2958,célibataire,,0.64,1591315200.0,,891.19,1547.7148183146055,28.70613775992439
9569,22,non,bac,oui,2887,célibataire,0.0,0.37,1628294400.0,,,500.0,25.067158953027178
9570,44,oui,aucun,non,3027,marié,,0.76,1725321600.0,,5000.0,500.0,30.825721857662888
9571,26,oui,doctorat,non,3933,veuf,,0.04,1675468800.0,,10000.0,52339.70061310195,22.34188541758621
9572,21,oui,master,non,3811,,,0.4,1596153600.0,,5000.0,22784.99893758633,16.566797426425726
9573,47,non,bac+2,oui,2888,,,0.08,1634256000.0,,,500.0,24.361828338447083
9574,23,oui,bac+2,non,1242,,,0.93,1681862400.0,402.0,,9899.850529161791,27.676755123265806
9575,74,non,master,oui,3700,célibataire,0.0,0.98,1614470400.0,712.0,5000.0,865.7293396335272,18.651913579069813
9576,27,non,aucun,non,2942,marié,,0.21,1630454400.0,303.0,669.66,500.0,28.309184918967905
9577,36,non,bac+2,oui,500,veuf,,0.75,1676419200.0,814.0,,864.0021815977897,18.512110726643602
9578,68,oui,master,non,1851,divorcé,2.0,0.23,1588550400.0,,5000.0,500.0,26.28135827742033
9579,63,oui,aucun,non,3877,marié,,0.57,1645401600.0,796.0,,2534.5355068742288,28.228759765624996
9580,38,non,master,oui,1832,veuf,3.0,0.21,1688774400.0,389.0,,4674.550495597907,35.40828402366864
9581,53,non,doctorat,non,2183,,,0.12,1639785600.0,,,2788.0336353212406,25.33149703757812
9582,67,non,master,oui,2516,veuf,0.0,0.1,1593129600.0,,10000.0,500.0,35.89197116307119
9583,20,oui,master,non,4077,,5.0,0.66,1698019200.0,,,500.0,36.173502541062554
9584,27,non,bac+2,oui,1027,,,0.02,1703894400.0,707.0,10000.0,500.0,36.90419844662906
9585,26,oui,bac+2,non,2448,veuf,2.0,0.13,1645315200.0,472.0,10000.0,500.0,19.459754266909076
9586,75,non,doctorat,non,3686,marié,4.0,0.94,1676073600.0,358.0,5000.0,25310.931395416428,24.39004654915519
9587,27,oui,master,non,969,,5.0,0.21,1704326400.0,677.0,,500.0,23.34403069279971
9588,71,non,bac+2,oui,2734,marié,4.0,0.43,1748995200.0,380.0,,16950.00087544656,20.575085948118
9589,73,non,master,oui,2155,,,0.99,1625356800.0,,5000.0,500.0,28.78864243201232
9590,69,non,aucun,oui,2564,divorcé,2.0,0.5,1689897600.0,,1360.97,500.0,15.682765925720249
9591,54,oui,master,oui,1277,divorcé,,0.2,1630195200.0,,,500.0,27.549051354405535
9592,33,oui,aucun,oui,1972,célibataire,5.0,0.5,1618790400.0,792.0,,500.0,35.641486083137174
9593,42,non,bac+2,non,3060,célibataire,,0.77,1650153600.0,578.0,10000.0,17660.54714636504,24.358490066335943
9594,71,non,bac+2,oui,4493,divorcé,1.0,0.34,1719705600.0,,5000.0,7906.42575358276,26.10417940690574
9595,27,oui,bac,non,2198,marié,1.0,0.93,1737072000.0,,5000.0,31993.79514119089,39.29836397368865
9596,50,non,bac+2,non,3571,,,0.52,1632700800.0,,5000.0,500.0,19.37337184112846
